,loan_ammount,loan_duration,loan_payment,no_of_inhabitants,no_of_inhabitants<499,no_of_inhabitants 500-1999,no_of_inhabitants 2000-9999,no_of_inhabitants>10000,district_no_of_cities,ration_of_urban_inhabitants,district_avg_salary,No.enterpreneurs/100inhabitans,Paid_loan_amount,avg_unemployment_rate,avg_crime_rate,days_btw_aco_to_lon,client_age,AF1,AF2,C1,C2,C3,Loan_Status
659,96984,36,2694.0,112065,95,19,7,1,8,69.4,11277,127,2693.7,5.73025,223.58487038772142,287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,110112,24,4588.0,107911,88,33,6,2,7,50.9,8240,99,4588.5,11.80515,50.07322237770014,330,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,307200,60,5120.0,107911,88,33,6,2,7,50.9,8240,99,5120.2,11.80515,50.07322237770014,374,0.0,0.0,0.0,0.0,0.0,0.0,1.0
662,14028,12,1169.0,107911,88,33,6,2,7,50.9,8240,99,1169.0,11.80515,50.07322237770014,674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,23520,12,1960.0,107911,88,33,6,2,7,50.9,8240,99,1960.2,11.80515,50.07322237770014,355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,389136,48,8107.0,107911,88,33,6,2,7,50.9,8240,99,8107.3,11.80515,50.07322237770014,354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,176328,36,4898.0,107911,88,33,6,2,7,50.9,8240,99,4898.2,11.80515,50.07322237770014,625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,170700,60,2845.0,107911,88,33,6,2,7,50.9,8240,99,2845.0,11.80515,50.07322237770014,432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,260640,36,7240.0,58400,65,16,4,1,6,52.4,8620,100,7240.0,5.63,85.69526541095891,490,0.0,0.0,0.0,0.0,0.0,0.0,1.0
668,136368,24,5682.0,58400,65,16,4,1,6,52.4,8620,100,5681.8,5.63,85.69526541095891,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,475680,48,9910.0,159617,29,19,8,1,9,85.2,9198,131,9910.0,17.15515,158.86525871304434,123,27.0,0.0,0.0,1.0,0.0,0.0,0.0
670,162576,36,4516.0,159617,29,19,8,1,9,85.2,9198,131,4516.0,17.15515,158.86525871304434,418,27.0,0.0,0.0,1.0,0.0,0.0,0.0
671,128268,36,3563.0,159617,29,19,8,1,9,85.2,9198,131,3563.0,17.15515,158.86525871304434,170,27.0,0.0,0.0,1.0,0.0,0.0,0.0
672,24180,60,403.0,159617,29,19,8,1,9,85.2,9198,131,403.0,17.15515,158.86525871304434,534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,106128,36,2948.0,159617,29,19,8,1,9,85.2,9198,131,2948.0,17.15515,158.86525871304434,337,0.0,0.0,1.0,0.0,0.0,0.0,0.0
674,31260,12,2605.0,159617,29,19,8,1,9,85.2,9198,131,2605.0,17.15515,158.86525871304434,654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,43200,24,1800.0,159617,29,19,8,1,9,85.2,9198,131,1800.0,17.15515,158.86525871304434,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,202848,48,4226.0,127369,31,32,13,2,7,51.2,8369,107,4226.3,22.975150000000003,120.5390126325872,349,0.0,0.0,1.0,0.0,0.0,0.0,0.0
677,311232,48,6484.0,127369,31,32,13,2,7,51.2,8369,107,6483.7,22.975150000000003,120.5390126325872,542,27.0,0.0,0.0,1.0,0.0,0.0,0.0
678,196224,48,4088.0,127369,31,32,13,2,7,51.2,8369,107,4088.0,22.975150000000003,120.5390126325872,168,28.0,0.0,0.0,0.0,1.0,0.0,0.0
679,31140,60,519.0,127369,31,32,13,2,7,51.2,8369,107,519.0,22.975150000000003,120.5390126325872,326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,88200,36,2450.0,127369,31,32,13,2,7,51.2,8369,107,2450.2,22.975150000000003,120.5390126325872,462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,127200,48,2650.0,88768,10,18,5,1,7,80.5,8867,130,2650.2,5.6051,170.73528749098773,473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
